,date,scheduled_flights,tracked_flights,code,name,lon,lat
0,2020-05-02,2,1,YXX,Abbotsford International Airport,-122.360001,49.025269
1,2020-05-03,3,2,YXX,Abbotsford International Airport,-122.360001,49.025269
2,2020-05-04,4,3,YXX,Abbotsford International Airport,-122.360001,49.025269
3,2020-05-05,3,3,YXX,Abbotsford International Airport,-122.360001,49.025269
4,2020-05-06,1,1,YXX,Abbotsford International Airport,-122.360001,49.025269
5,2020-05-07,3,3,YXX,Abbotsford International Airport,-122.360001,49.025269
6,2020-05-08,2,2,YXX,Abbotsford International Airport,-122.360001,49.025269
7,2020-05-09,1,1,YXX,Abbotsford International Airport,-122.360001,49.025269
8,2020-05-10,2,2,YXX,Abbotsford International Airport,-122.360001,49.025269
9,2020-05-11,7,2,YXX,Abbotsford International Airport,-122.360001,49.025269
10,2020-05-12,8,2,YXX,Abbotsford International Airport,-122.360001,49.025269
11,2020-05-13,7,2,YXX,Abbotsford International Airport,-122.360001,49.025269
12,2020-05-14,7,2,YXX,Abbotsford International Airport,-122.360001,49.025269
13,2020-05-15,11,5,YXX,Abbotsford International Airport,-122.360001,49.025269
14,2020-05-16,2,2,YXX,Abbotsford International Airport,-122.360001,49.025269
15,2020-05-17,2,2,YXX,Abbotsford International Airport,-122.360001,49.025269
16,2020-05-18,8,3,YXX,Abbotsford International Airport,-122.360001,49.025269
17,2020-05-19,7,1,YXX,Abbotsford International Airport,-122.360001,49.025269
18,2020-05-20,7,2,YXX,Abbotsford International Airport,-122.360001,49.025269
19,2020-05-21,9,3,YXX,Abbotsford International Airport,-122.360001,49.025269
20,2020-05-22,7,2,YXX,Abbotsford International Airport,-122.360001,49.025269
21,2020-05-23,1,1,YXX,Abbotsford International Airport,-122.360001,49.025269
22,2020-05-24,2,2,YXX,Abbotsford International Airport,-122.360001,49.025269
23,2020-05-25,7,2,YXX,Abbotsford International Airport,-122.360001,49.025269
24,2020-05-26,11,6,YXX,Abbotsford International Airport,-122.360001,49.025269
25,2020-05-27,10,5,YXX,Abbotsford International Airport,-122.360001,49.025269
26,2020-05-28,12,6,YXX,Abbotsford International Airport,-122.360001,49.025269
27,2020-05-29,9,4,YXX,Abbotsford International Airport,-122.360001,49.025269
28,2020-05-30,2,2,YXX,Abbotsford International Airport,-122.360001,49.025269
29,2020-05-31,3,3,YXX,Abbotsford International Airport,-122.360001,49.025269
30,2020-05-02,0,0,YTF,Alma Airport,-71.642715,48.509655
31,2020-05-03,0,0,YTF,Alma Airport,-71.642715,48.509655
32,2020-05-04,0,0,YTF,Alma Airport,-71.642715,48.509655
33,2020-05-05,0,0,YTF,Alma Airport,-71.642715,48.509655
34,2020-05-06,1,1,YTF,Alma Airport,-71.642715,48.509655
35,2020-05-07,0,0,YTF,Alma Airport,-71.642715,48.509655
36,2020-05-08,0,0,YTF,Alma Airport,-71.642715,48.509655
37,2020-05-09,0,0,YTF,Alma Airport,-71.642715,48.509655
38,2020-05-10,0,0,YTF,Alma Airport,-71.642715,48.509655
39,2020-05-11,1,1,YTF,Alma Airport,-71.642715,48.509655
40,2020-05-12,1,1,YTF,Alma Airport,-71.642715,48.509655
41,2020-05-13,0,0,YTF,Alma Airport,-71.642715,48.509655
42,2020-05-14,0,0,YTF,Alma Airport,-71.642715,48.509655
43,2020-05-15,0,0,YTF,Alma Airport,-71.642715,48.509655
44,2020-05-16,0,0,YTF,Alma Airport,-71.642715,48.509655
45,2020-05-17,0,0,YTF,Alma Airport,-71.642715,48.509655
46,2020-05-18,0,0,YTF,Alma Airport,-71.642715,48.509655
47,2020-05-19,0,0,YTF,Alma Airport,-71.642715,48.509655
48,2020-05-20,1,1,YTF,Alma Airport,-71.642715,48.509655
49,2020-05-21,0,0,YTF,Alma Airport,-71.642715,48.509655
50,2020-05-22,2,1,YTF,Alma Airport,-71.642715,48.509655
51,2020-05-23,0,0,YTF,Alma Airport,-71.642715,48.509655
52,2020-05-24,0,0,YTF,Alma Airport,-71.642715,48.509655
53,2020-05-25,0,0,YTF,Alma Airport,-71.642715,48.509655
54,2020-05-26,1,1,YTF,Alma Airport,-71.642715,48.509655
55,2020-05-27,0,0,YTF,Alma Airport,-71.642715,48.509655
56,2020-05-28,0,0,YTF,Alma Airport,-71.642715,48.509655
57,2020-05-29,0,0,YTF,Alma Airport,-71.642715,48.509655
58,2020-05-30,0,0,YTF,Alma Airport,-71.642715,48.509655
59,2020-05-31,2,1,YTF,Alma Airport,-71.642715,48.509655
60,2020-05-02,0,0,YAB,Arctic Bay Airport,-85.047218,73.006386
61,2020-05-03,0,0,YAB,Arctic Bay Airport,-85.047218,73.006386
62,2020-05-04,3,0,YAB,Arctic Bay Airport,-85.047218,73.006386
63,2020-05-05,2,1,YAB,Arctic Bay Airport,-85.047218,73.006386
64,2020-05-06,2,0,YAB,Arctic Bay Airport,-85.047218,73.006386
65,2020-05-07,5,1,YAB,Arctic Bay Airport,-85.047218,73.006386
66,2020-05-08,2,1,YAB,Arctic Bay Airport,-85.047218,73.006386
67,2020-05-09,0,0,YAB,Arctic Bay Airport,-85.047218,73.006386
68,2020-05-10,0,0,YAB,Arctic Bay Airport,-85.047218,73.006386
69,2020-05-11,3,0,YAB,Arctic Bay Airport,-85.047218,73.006386
70,2020-05-12,2,1,YAB,Arctic Bay Airport,-85.047218,73.006386
71,2020-05-13,2,0,YAB,Arctic Bay Airport,-85.047218,73.006386
72,2020-05-14,4,1,YAB,Arctic Bay Airport,-85.047218,73.006386
73,2020-05-15,2,1,YAB,Arctic Bay Airport,-85.047218,73.006386
74,2020-05-16,0,0,YAB,Arctic Bay Airport,-85.047218,73.006386
75,2020-05-17,0,0,YAB,Arctic Bay Airport,-85.047218,73.006386
76,2020-05-18,3,0,YAB,Arctic Bay Airport,-85.047218,73.006386
77,2020-05-19,3,2,YAB,Arctic Bay Airport,-85.047218,73.006386
78,2020-05-20,2,0,YAB,Arctic Bay Airport,-85.047218,73.006386
79,2020-05-21,4,1,YAB,Arctic Bay Airport,-85.047218,73.006386
80,2020-05-22,2,1,YAB,Arctic Bay Airport,-85.047218,73.006386
81,2020-05-23,0,0,YAB,Arctic Bay Airport,-85.047218,73.006386
82,2020-05-24,0,0,YAB,Arctic Bay Airport,-85.047218,73.006386
83,2020-05-25,2,0,YAB,Arctic Bay Airport,-85.047218,73.006386
84,2020-05-26,2,1,YAB,Arctic Bay Airport,-85.047218,73.006386
85,2020-05-27,3,0,YAB,Arctic Bay Airport,-85.047218,73.006386
86,2020-05-28,4,1,YAB,Arctic Bay Airport,-85.047218,73.006386
87,2020-05-29,2,1,YAB,Arctic Bay Airport,-85.047218,73.006386
88,2020-05-30,1,0,YAB,Arctic Bay Airport,-85.047218,73.006386
89,2020-05-31,0,0,YAB,Arctic Bay Airport,-85.047218,73.006386
90,2020-05-02,1,1,YEK,Arviat Airport,-94.070801,61.094158
91,2020-05-03,1,1,YEK,Arviat Airport,-94.070801,61.094158
92,2020-05-04,0,0,YEK,Arviat Airport,-94.070801,61.094158
93,2020-05-05,1,1,YEK,Arviat Airport,-94.070801,61.094158
94,2020-05-06,0,0,YEK,Arviat Airport,-94.070801,61.094158
95,2020-05-07,1,1,YEK,Arviat Airport,-94.070801,61.094158
96,2020-05-08,0,0,YEK,Arviat Airport,-94.070801,61.094158
97,2020-05-09,0,0,YEK,Arviat Airport,-94.070801,61.094158
98,2020-05-10,4,1,YEK,Arviat Airport,-94.070801,61.094158
99,2020-05-11,1,0,YEK,Arviat Airport,-94.070801,61.094158
100,2020-05-12,1,0,YEK,Arviat Airport,-94.070801,61.094158
101,2020-05-13,2,1,YEK,Arviat Airport,-94.070801,61.094158
102,2020-05-14,2,1,YEK,Arviat Airport,-94.070801,61.094158
103,2020-05-15,1,0,YEK,Arviat Airport,-94.070801,61.094158
104,2020-05-16,3,1,YEK,Arviat Airport,-94.070801,61.094158
105,2020-05-17,4,3,YEK,Arviat Airport,-94.070801,61.094158
106,2020-05-18,2,0,YEK,Arviat Airport,-94.070801,61.094158
107,2020-05-19,1,0,YEK,Arviat Airport,-94.070801,61.094158
108,2020-05-20,3,1,YEK,Arviat Airport,-94.070801,61.094158
109,2020-05-21,3,1,YEK,Arviat Airport,-94.070801,61.094158
110,2020-05-22,1,0,YEK,Arviat Airport,-94.070801,61.094158
111,2020-05-23,0,0,YEK,Arviat Airport,-94.070801,61.094158
112,2020-05-24,2,0,YEK,Arviat Airport,-94.070801,61.094158
113,2020-05-25,1,0,YEK,Arviat Airport,-94.070801,61.094158
114,2020-05-26,3,2,YEK,Arviat Airport,-94.070801,61.094158
115,2020-05-27,1,0,YEK,Arviat Airport,-94.070801,61.094158
116,2020-05-28,2,1,YEK,Arviat Airport,-94.070801,61.094158
117,2020-05-29,1,0,YEK,Arviat Airport,-94.070801,61.094158
118,2020-05-30,1,1,YEK,Arviat Airport,-94.070801,61.094158
119,2020-05-31,2,1,YEK,Arviat Airport,-94.070801,61.094158
120,2020-05-02,0,0,YAT,Attawapiskat Airport,-82.43,52.919998
121,2020-05-03,0,0,YAT,Attawapiskat Airport,-82.43,52.919998
122,2020-05-04,0,0,YAT,Attawapiskat Airport,-82.43,52.919998
123,2020-05-05,2,0,YAT,Attawapiskat Airport,-82.43,52.919998
124,2020-05-06,3,0,YAT,Attawapiskat Airport,-82.43,52.919998
125,2020-05-07,2,0,YAT,Attawapiskat Airport,-82.43,52.919998
126,2020-05-08,3,0,YAT,Attawapiskat Airport,-82.43,52.919998
127,2020-05-09,2,1,YAT,Attawapiskat Airport,-82.43,52.919998
128,2020-05-10,2,0,YAT,Attawapiskat Airport,-82.43,52.919998
129,2020-05-11,8,1,YAT,Attawapiskat Airport,-82.43,52.919998
130,2020-05-12,4,0,YAT,Attawapiskat Airport,-82.43,52.919998
131,2020-05-13,5,1,YAT,Attawapiskat Airport,-82.43,52.919998
132,2020-05-14,4,0,YAT,Attawapiskat Airport,-82.43,52.919998
133,2020-05-15,7,1,YAT,Attawapiskat Airport,-82.43,52.919998
134,2020-05-16,1,0,YAT,Attawapiskat Airport,-82.43,52.919998
135,2020-05-17,2,0,YAT,Attawapiskat Airport,-82.43,52.919998
136,2020-05-18,4,0,YAT,Attawapiskat Airport,-82.43,52.919998
137,2020-05-19,4,0,YAT,Attawapiskat Airport,-82.43,52.919998
138,2020-05-20,4,0,YAT,Attawapiskat Airport,-82.43,52.919998
139,2020-05-21,4,0,YAT,Attawapiskat Airport,-82.43,52.919998
140,2020-05-22,5,1,YAT,Attawapiskat Airport,-82.43,52.919998
141,2020-05-23,1,0,YAT,Attawapiskat Airport,-82.43,52.919998
142,2020-05-24,1,0,YAT,Attawapiskat Airport,-82.43,52.919998
143,2020-05-25,3,0,YAT,Attawapiskat Airport,-82.43,52.919998
144,2020-05-26,3,0,YAT,Attawapiskat Airport,-82.43,52.919998
145,2020-05-27,3,0,YAT,Attawapiskat Airport,-82.43,52.919998
146,2020-05-28,2,0,YAT,Attawapiskat Airport,-82.43,52.919998
147,2020-05-29,2,0,YAT,Attawapiskat Airport,-82.43,52.919998
148,2020-05-30,1,0,YAT,Attawapiskat Airport,-82.43,52.919998
149,2020-05-31,1,0,YAT,Attawapiskat Airport,-82.43,52.919998
150,2020-05-02,0,0,YPJ,Aupaluk Airport,-69.599724,59.296665
151,2020-05-03,0,0,YPJ,Aupaluk Airport,-69.599724,59.296665
152,2020-05-04,0,0,YPJ,Aupaluk Airport,-69.599724,59.296665
153,2020-05-05,0,0,YPJ,Aupaluk Airport,-69.599724,59.296665
154,2020-05-06,0,0,YPJ,Aupaluk Airport,-69.599724,59.296665
155,2020-05-07,0,0,YPJ,Aupaluk Airport,-69.599724,59.296665
156,2020-05-08,0,0,YPJ,Aupaluk Airport,-69.599724,59.296665
157,2020-05-09,0,0,YPJ,Aupaluk Airport,-69.599724,59.296665
158,2020-05-10,1,0,YPJ,Aupaluk Airport,-69.599724,59.296665
159,2020-05-11,2,1,YPJ,Aupaluk Airport,-69.599724,59.296665
160,2020-05-12,1,0,YPJ,Aupaluk Airport,-69.599724,59.296665
161,2020-05-13,2,0,YPJ,Aupaluk Airport,-69.599724,59.296665
162,2020-05-14,0,0,YPJ,Aupaluk Airport,-69.599724,59.296665
163,2020-05-15,1,0,YPJ,Aupaluk Airport,-69.599724,59.296665
164,2020-05-16,0,0,YPJ,Aupaluk Airport,-69.599724,59.296665
165,2020-05-17,1,0,YPJ,Aupaluk Airport,-69.599724,59.296665
166,2020-05-18,0,0,YPJ,Aupaluk Airport,-69.599724,59.296665
167,2020-05-19,0,0,YPJ,Aupaluk Airport,-69.599724,59.296665
168,2020-05-20,3,1,YPJ,Aupaluk Airport,-69.599724,59.296665
169,2020-05-21,0,0,YPJ,Aupaluk Airport,-69.599724,59.296665
170,2020-05-22,1,0,YPJ,Aupaluk Airport,-69.599724,59.296665
171,2020-05-23,0,0,YPJ,Aupaluk Airport,-69.599724,59.296665
172,2020-05-24,1,0,YPJ,Aupaluk Airport,-69.599724,59.296665
173,2020-05-25,0,0,YPJ,Aupaluk Airport,-69.599724,59.296665
174,2020-05-26,0,0,YPJ,Aupaluk Airport,-69.599724,59.296665
175,2020-05-27,0,0,YPJ,Aupaluk Airport,-69.599724,59.296665
176,2020-05-28,0,0,YPJ,Aupaluk Airport,-69.599724,59.296665
177,2020-05-29,0,0,YPJ,Aupaluk Airport,-69.599724,59.296665
178,2020-05-30,0,0,YPJ,Aupaluk Airport,-69.599724,59.296665
179,2020-05-31,1,1,YPJ,Aupaluk Airport,-69.599724,59.296665
180,2020-05-02,1,1,YBC,Baie Comeau Airport,-68.204399,49.1325
181,2020-05-03,3,2,YBC,Baie Comeau Airport,-68.204399,49.1325
182,2020-05-04,4,3,YBC,Baie Comeau Airport,-68.204399,49.1325
183,2020-05-05,4,2,YBC,Baie Comeau Airport,-68.204399,49.1325
184,2020-05-06,0,0,YBC,Baie Comeau Airport,-68.204399,49.1325
185,2020-05-07,3,1,YBC,Baie Comeau Airport,-68.204399,49.1325
186,2020-05-08,1,1,YBC,Baie Comeau Airport,-68.204399,49.1325
187,2020-05-09,0,0,YBC,Baie Comeau Airport,-68.204399,49.1325
188,2020-05-10,3,3,YBC,Baie Comeau Airport,-68.204399,49.1325
189,2020-05-11,5,2,YBC,Baie Comeau Airport,-68.204399,49.1325
190,2020-05-12,6,3,YBC,Baie Comeau Airport,-68.204399,49.1325
191,2020-05-13,3,1,YBC,Baie Comeau Airport,-68.204399,49.1325
192,2020-05-14,9,6,YBC,Baie Comeau Airport,-68.204399,49.1325
193,2020-05-15,2,0,YBC,Baie Comeau Airport,-68.204399,49.1325
194,2020-05-16,2,0,YBC,Baie Comeau Airport,-68.204399,49.1325
195,2020-05-17,1,1,YBC,Baie Comeau Airport,-68.204399,49.1325
196,2020-05-18,2,0,YBC,Baie Comeau Airport,-68.204399,49.1325
197,2020-05-19,11,4,YBC,Baie Comeau Airport,-68.204399,49.1325
198,2020-05-20,5,1,YBC,Baie Comeau Airport,-68.204399,49.1325
199,2020-05-21,5,3,YBC,Baie Comeau Airport,-68.204399,49.1325
200,2020-05-22,7,1,YBC,Baie Comeau Airport,-68.204399,49.1325
201,2020-05-23,2,1,YBC,Baie Comeau Airport,-68.204399,49.1325
202,2020-05-24,1,0,YBC,Baie Comeau Airport,-68.204399,49.1325
203,2020-05-25,2,0,YBC,Baie Comeau Airport,-68.204399,49.1325
204,2020-05-26,8,3,YBC,Baie Comeau Airport,-68.204399,49.1325
205,2020-05-27,2,0,YBC,Baie Comeau Airport,-68.204399,49.1325
206,2020-05-28,7,2,YBC,Baie Comeau Airport,-68.204399,49.1325
207,2020-05-29,8,2,YBC,Baie Comeau Airport,-68.204399,49.1325
208,2020-05-30,0,0,YBC,Baie Comeau Airport,-68.204399,49.1325
209,2020-05-31,4,1,YBC,Baie Comeau Airport,-68.204399,49.1325
210,2020-05-02,1,1,YBK,Baker Lake Airport,-96.077698,64.298882
211,2020-05-03,0,0,YBK,Baker Lake Airport,-96.077698,64.298882
212,2020-05-04,0,0,YBK,Baker Lake Airport,-96.077698,64.298882
213,2020-05-05,1,1,YBK,Baker Lake Airport,-96.077698,64.298882
214,2020-05-06,0,0,YBK,Baker Lake Airport,-96.077698,64.298882
215,2020-05-07,0,0,YBK,Baker Lake Airport,-96.077698,64.298882
216,2020-05-08,2,1,YBK,Baker Lake Airport,-96.077698,64.298882
217,2020-05-09,1,0,YBK,Baker Lake Airport,-96.077698,64.298882
218,2020-05-10,1,0,YBK,Baker Lake Airport,-96.077698,64.298882
219,2020-05-11,2,1,YBK,Baker Lake Airport,-96.077698,64.298882
220,2020-05-12,2,0,YBK,Baker Lake Airport,-96.077698,64.298882
221,2020-05-13,1,0,YBK,Baker Lake Airport,-96.077698,64.298882
222,2020-05-14,2,1,YBK,Baker Lake Airport,-96.077698,64.298882
223,2020-05-15,1,0,YBK,Baker Lake Airport,-96.077698,64.298882
224,2020-05-16,0,0,YBK,Baker Lake Airport,-96.077698,64.298882
225,2020-05-17,2,1,YBK,Baker Lake Airport,-96.077698,64.298882
226,2020-05-18,1,0,YBK,Baker Lake Airport,-96.077698,64.298882
227,2020-05-19,1,0,YBK,Baker Lake Airport,-96.077698,64.298882
228,2020-05-20,1,0,YBK,Baker Lake Airport,-96.077698,64.298882
229,2020-05-21,1,0,YBK,Baker Lake Airport,-96.077698,64.298882
230,2020-05-22,1,0,YBK,Baker Lake Airport,-96.077698,64.298882
231,2020-05-23,0,0,YBK,Baker Lake Airport,-96.077698,64.298882
232,2020-05-24,3,2,YBK,Baker Lake Airport,-96.077698,64.298882
233,2020-05-25,1,0,YBK,Baker Lake Airport,-96.077698,64.298882
234,2020-05-26,1,0,YBK,Baker Lake Airport,-96.077698,64.298882
235,2020-05-27,1,0,YBK,Baker Lake Airport,-96.077698,64.298882
236,2020-05-28,1,0,YBK,Baker Lake Airport,-96.077698,64.298882
237,2020-05-29,2,1,YBK,Baker Lake Airport,-96.077698,64.298882
238,2020-05-30,0,0,YBK,Baker Lake Airport,-96.077698,64.298882
239,2020-05-31,3,2,YBK,Baker Lake Airport,-96.077698,64.298882
240,2020-05-02,0,0,ZBF,Bathurst Airport,-65.7388,47.629719
241,2020-05-03,0,0,ZBF,Bathurst Airport,-65.7388,47.629719
242,2020-05-04,0,0,ZBF,Bathurst Airport,-65.7388,47.629719
243,2020-05-05,0,0,ZBF,Bathurst Airport,-65.7388,47.629719
244,2020-05-06,0,0,ZBF,Bathurst Airport,-65.7388,47.629719
245,2020-05-07,0,0,ZBF,Bathurst Airport,-65.7388,47.629719
246,2020-05-08,1,1,ZBF,Bathurst Airport,-65.7388,47.629719
247,2020-05-09,0,0,ZBF,Bathurst Airport,-65.7388,47.629719
248,2020-05-10,0,0,ZBF,Bathurst Airport,-65.7388,47.629719
249,2020-05-11,0,0,ZBF,Bathurst Airport,-65.7388,47.629719
250,2020-05-12,0,0,ZBF,Bathurst Airport,-65.7388,47.629719
251,2020-05-13,1,1,ZBF,Bathurst Airport,-65.7388,47.629719
252,2020-05-14,1,1,ZBF,Bathurst Airport,-65.7388,47.629719
253,2020-05-15,0,0,ZBF,Bathurst Airport,-65.7388,47.629719
254,2020-05-16,0,0,ZBF,Bathurst Airport,-65.7388,47.629719
255,2020-05-17,0,0,ZBF,Bathurst Airport,-65.7388,47.629719
256,2020-05-18,0,0,ZBF,Bathurst Airport,-65.7388,47.629719
257,2020-05-19,0,0,ZBF,Bathurst Airport,-65.7388,47.629719
258,2020-05-20,0,0,ZBF,Bathurst Airport,-65.7388,47.629719
259,2020-05-21,0,0,ZBF,Bathurst Airport,-65.7388,47.629719
260,2020-05-22,0,0,ZBF,Bathurst Airport,-65.7388,47.629719
261,2020-05-23,1,1,ZBF,Bathurst Airport,-65.7388,47.629719
262,2020-05-24,0,0,ZBF,Bathurst Airport,-65.7388,47.629719
263,2020-05-25,1,1,ZBF,Bathurst Airport,-65.7388,47.629719
264,2020-05-26,1,1,ZBF,Bathurst Airport,-65.7388,47.629719
265,2020-05-27,1,1,ZBF,Bathurst Airport,-65.7388,47.629719
266,2020-05-28,1,1,ZBF,Bathurst Airport,-65.7388,47.629719
267,2020-05-29,0,0,ZBF,Bathurst Airport,-65.7388,47.629719
268,2020-05-30,1,0,ZBF,Bathurst Airport,-65.7388,47.629719
269,2020-05-31,0,0,ZBF,Bathurst Airport,-65.7388,47.629719
270,2020-05-02,0,0,XBE,Bearskin Lake Airport,-90.98333,53.950001
271,2020-05-03,1,0,XBE,Bearskin Lake Airport,-90.98333,53.950001
272,2020-05-04,1,0,XBE,Bearskin Lake Airport,-90.98333,53.950001
273,2020-05-05,3,1,XBE,Bearskin Lake Airport,-90.98333,53.950001
274,2020-05-06,2,0,XBE,Bearskin Lake Airport,-90.98333,53.950001
275,2020-05-07,2,0,XBE,Bearskin Lake Airport,-90.98333,53.950001
276,2020-05-08,2,0,XBE,Bearskin Lake Airport,-90.98333,53.950001
277,2020-05-09,4,0,XBE,Bearskin Lake Airport,-90.98333,53.950001
278,2020-05-10,3,0,XBE,Bearskin Lake Airport,-90.98333,53.950001
279,2020-05-11,5,0,XBE,Bearskin Lake Airport,-90.98333,53.950001
280,2020-05-12,5,0,XBE,Bearskin Lake Airport,-90.98333,53.950001
281,2020-05-13,6,0,XBE,Bearskin Lake Airport,-90.98333,53.950001
282,2020-05-14,7,2,XBE,Bearskin Lake Airport,-90.98333,53.950001
283,2020-05-15,7,1,XBE,Bearskin Lake Airport,-90.98333,53.950001
284,2020-05-16,5,1,XBE,Bearskin Lake Airport,-90.98333,53.950001
285,2020-05-17,3,0,XBE,Bearskin Lake Airport,-90.98333,53.950001
286,2020-05-18,5,0,XBE,Bearskin Lake Airport,-90.98333,53.950001
287,2020-05-19,5,0,XBE,Bearskin Lake Airport,-90.98333,53.950001
288,2020-05-20,8,0,XBE,Bearskin Lake Airport,-90.98333,53.950001
289,2020-05-21,5,0,XBE,Bearskin Lake Airport,-90.98333,53.950001
290,2020-05-22,6,0,XBE,Bearskin Lake Airport,-90.98333,53.950001
291,2020-05-23,4,0,XBE,Bearskin Lake Airport,-90.98333,53.950001
292,2020-05-24,3,0,XBE,Bearskin Lake Airport,-90.98333,53.950001
293,2020-05-25,6,0,XBE,Bearskin Lake Airport,-90.98333,53.950001
294,2020-05-26,7,0,XBE,Bearskin Lake Airport,-90.98333,53.950001
295,2020-05-27,6,1,XBE,Bearskin Lake Airport,-90.98333,53.950001
296,2020-05-28,3,0,XBE,Bearskin Lake Airport,-90.98333,53.950001
297,2020-05-29,8,0,XBE,Bearskin Lake Airport,-90.98333,53.950001
298,2020-05-30,3,0,XBE,Bearskin Lake Airport,-90.98333,53.950001
299,2020-05-31,2,2,XBE,Bearskin Lake Airport,-90.98333,53.950001
300,2020-05-02,0,0,QBC,Bella Coola Airport,-126.595833,52.387501
301,2020-05-03,0,0,QBC,Bella Coola Airport,-126.595833,52.387501
302,2020-05-04,1,1,QBC,Bella Coola Airport,-126.595833,52.387501
303,2020-05-05,1,1,QBC,Bella Coola Airport,-126.595833,52.387501
304,2020-05-06,1,1,QBC,Bella Coola Airport,-126.595833,52.387501
305,2020-05-07,0,0,QBC,Bella Coola Airport,-126.595833,52.387501
306,2020-05-08,1,1,QBC,Bella Coola Airport,-126.595833,52.387501
307,2020-05-09,0,0,QBC,Bella Coola Airport,-126.595833,52.387501
308,2020-05-10,0,0,QBC,Bella Coola Airport,-126.595833,52.387501
309,2020-05-11,0,0,QBC,Bella Coola Airport,-126.595833,52.387501
310,2020-05-12,1,1,QBC,Bella Coola Airport,-126.595833,52.387501
311,2020-05-13,1,1,QBC,Bella Coola Airport,-126.595833,52.387501
312,2020-05-14,0,0,QBC,Bella Coola Airport,-126.595833,52.387501
313,2020-05-15,0,0,QBC,Bella Coola Airport,-126.595833,52.387501
314,2020-05-16,0,0,QBC,Bella Coola Airport,-126.595833,52.387501
315,2020-05-17,0,0,QBC,Bella Coola Airport,-126.595833,52.387501
316,2020-05-18,0,0,QBC,Bella Coola Airport,-126.595833,52.387501
317,2020-05-19,0,0,QBC,Bella Coola Airport,-126.595833,52.387501
318,2020-05-20,1,1,QBC,Bella Coola Airport,-126.595833,52.387501
319,2020-05-21,0,0,QBC,Bella Coola Airport,-126.595833,52.387501
320,2020-05-22,0,0,QBC,Bella Coola Airport,-126.595833,52.387501
321,2020-05-23,1,1,QBC,Bella Coola Airport,-126.595833,52.387501
322,2020-05-24,0,0,QBC,Bella Coola Airport,-126.595833,52.387501
323,2020-05-25,1,1,QBC,Bella Coola Airport,-126.595833,52.387501
324,2020-05-26,0,0,QBC,Bella Coola Airport,-126.595833,52.387501
325,2020-05-27,0,0,QBC,Bella Coola Airport,-126.595833,52.387501
326,2020-05-28,0,0,QBC,Bella Coola Airport,-126.595833,52.387501
327,2020-05-29,0,0,QBC,Bella Coola Airport,-126.595833,52.387501
328,2020-05-30,0,0,QBC,Bella Coola Airport,-126.595833,52.387501
329,2020-05-31,0,0,QBC,Bella Coola Airport,-126.595833,52.387501
330,2020-05-02,0,0,YBV,Berens River Airport,-97.021408,52.358696
331,2020-05-03,0,0,YBV,Berens River Airport,-97.021408,52.358696
332,2020-05-04,0,0,YBV,Berens River Airport,-97.021408,52.358696
333,2020-05-05,0,0,YBV,Berens River Airport,-97.021408,52.358696
334,2020-05-06,0,0,YBV,Berens River Airport,-97.021408,52.358696
335,2020-05-07,0,0,YBV,Berens River Airport,-97.021408,52.358696
336,2020-05-08,0,0,YBV,Berens River Airport,-97.021408,52.358696
337,2020-05-09,0,0,YBV,Berens River Airport,-97.021408,52.358696
338,2020-05-10,0,0,YBV,Berens River Airport,-97.021408,52.358696
339,2020-05-11,1,0,YBV,Berens River Airport,-97.021408,52.358696
340,2020-05-12,1,0,YBV,Berens River Airport,-97.021408,52.358696
341,2020-05-13,1,0,YBV,Berens River Airport,-97.021408,52.358696
342,2020-05-14,1,0,YBV,Berens River Airport,-97.021408,52.358696
343,2020-05-15,1,0,YBV,Berens River Airport,-97.021408,52.358696
344,2020-05-16,0,0,YBV,Berens River Airport,-97.021408,52.358696
345,2020-05-17,0,0,YBV,Berens River Airport,-97.021408,52.358696
346,2020-05-18,1,0,YBV,Berens River Airport,-97.021408,52.358696
347,2020-05-19,1,0,YBV,Berens River Airport,-97.021408,52.358696
348,2020-05-20,1,0,YBV,Berens River Airport,-97.021408,52.358696
349,2020-05-21,1,0,YBV,Berens River Airport,-97.021408,52.358696
350,2020-05-22,1,0,YBV,Berens River Airport,-97.021408,52.358696
351,2020-05-23,0,0,YBV,Berens River Airport,-97.021408,52.358696
352,2020-05-24,0,0,YBV,Berens River Airport,-97.021408,52.358696
353,2020-05-25,1,0,YBV,Berens River Airport,-97.021408,52.358696
354,2020-05-26,1,0,YBV,Berens River Airport,-97.021408,52.358696
355,2020-05-27,1,0,YBV,Berens River Airport,-97.021408,52.358696
356,2020-05-28,1,0,YBV,Berens River Airport,-97.021408,52.358696
357,2020-05-29,1,0,YBV,Berens River Airport,-97.021408,52.358696
358,2020-05-30,0,0,YBV,Berens River Airport,-97.021408,52.358696
359,2020-05-31,0,0,YBV,Berens River Airport,-97.021408,52.358696
360,2020-05-02,1,0,YTL,Big Trout Lake Airport,-89.896896,53.817501
361,2020-05-03,3,0,YTL,Big Trout Lake Airport,-89.896896,53.817501
362,2020-05-04,1,0,YTL,Big Trout Lake Airport,-89.896896,53.817501
363,2020-05-05,2,0,YTL,Big Trout Lake Airport,-89.896896,53.817501
364,2020-05-06,3,0,YTL,Big Trout Lake Airport,-89.896896,53.817501
365,2020-05-07,2,0,YTL,Big Trout Lake Airport,-89.896896,53.817501
366,2020-05-08,2,0,YTL,Big Trout Lake Airport,-89.896896,53.817501
367,2020-05-09,6,1,YTL,Big Trout Lake Airport,-89.896896,53.817501
